"date","series","value"
"2011-12-02","NG_001_MONTH",3.584
"2011-12-02","NG_002_MONTH",3.613
"2011-12-05","NG_001_MONTH",3.461
"2011-12-05","NG_002_MONTH",3.49
"2011-12-06","NG_001_MONTH",3.487
"2011-12-06","NG_002_MONTH",3.523
"2011-12-07","NG_001_MONTH",3.421
"2011-12-07","NG_002_MONTH",3.458
"2011-12-08","NG_001_MONTH",3.457
"2011-12-08","NG_002_MONTH",3.486
"2011-12-09","NG_001_MONTH",3.317
"2011-12-09","NG_002_MONTH",3.353
"2011-12-12","NG_001_MONTH",3.254
"2011-12-12","NG_002_MONTH",3.294
"2011-12-13","NG_001_MONTH",3.279
"2011-12-13","NG_002_MONTH",3.321
"2011-12-14","NG_001_MONTH",3.136
"2011-12-14","NG_002_MONTH",3.187
"2011-12-15","NG_001_MONTH",3.127
"2011-12-15","NG_002_MONTH",3.177
"2011-12-16","NG_001_MONTH",3.127
"2011-12-16","NG_002_MONTH",3.174
"2011-12-19","NG_001_MONTH",3.096
"2011-12-19","NG_002_MONTH",3.143
"2011-12-20","NG_001_MONTH",3.128
"2011-12-20","NG_002_MONTH",3.17
"2011-12-21","NG_001_MONTH",3.155
"2011-12-21","NG_002_MONTH",3.198
"2011-12-22","NG_001_MONTH",3.169
"2011-12-22","NG_002_MONTH",3.206
"2011-12-23","NG_001_MONTH",3.114
"2011-12-23","NG_002_MONTH",3.147
"2011-12-27","NG_001_MONTH",3.112
"2011-12-27","NG_002_MONTH",3.15
"2011-12-28","NG_001_MONTH",3.084
"2011-12-28","NG_002_MONTH",3.121
"2011-12-29","NG_001_MONTH",3.027
"2011-12-29","NG_002_MONTH",3.055
"2011-12-30","NG_001_MONTH",2.989
"2011-12-30","NG_002_MONTH",3.016
"2012-01-03","NG_001_MONTH",2.993
"2012-01-03","NG_002_MONTH",3.022
"2012-01-04","NG_001_MONTH",3.096
"2012-01-04","NG_002_MONTH",3.127
"2012-01-05","NG_001_MONTH",2.98
"2012-01-05","NG_002_MONTH",3.017
"2012-01-06","NG_001_MONTH",3.062
"2012-01-06","NG_002_MONTH",3.098
"2012-01-09","NG_001_MONTH",3.011
"2012-01-09","NG_002_MONTH",3.05
"2012-01-10","NG_001_MONTH",2.941
"2012-01-10","NG_002_MONTH",2.97
"2012-01-11","NG_001_MONTH",2.774
"2012-01-11","NG_002_MONTH",2.803
"2012-01-12","NG_001_MONTH",2.697
"2012-01-12","NG_002_MONTH",2.737
"2012-01-13","NG_001_MONTH",2.67
"2012-01-13","NG_002_MONTH",2.713
"2012-01-17","NG_001_MONTH",2.488
"2012-01-17","NG_002_MONTH",2.528
"2012-01-18","NG_001_MONTH",2.472
"2012-01-18","NG_002_MONTH",2.516
"2012-01-19","NG_001_MONTH",2.322
"2012-01-19","NG_002_MONTH",2.363
"2012-01-20","NG_001_MONTH",2.343
"2012-01-20","NG_002_MONTH",2.392
"2012-01-23","NG_001_MONTH",2.525
"2012-01-23","NG_002_MONTH",2.58
"2012-01-24","NG_001_MONTH",2.554
"2012-01-24","NG_002_MONTH",2.601
"2012-01-25","NG_001_MONTH",2.729
"2012-01-25","NG_002_MONTH",2.769
"2012-01-26","NG_001_MONTH",2.605
"2012-01-26","NG_002_MONTH",2.654
"2012-01-27","NG_001_MONTH",2.678
"2012-01-27","NG_002_MONTH",2.756
"2012-01-30","NG_001_MONTH",2.713
"2012-01-30","NG_002_MONTH",2.816
"2012-01-31","NG_001_MONTH",2.503
"2012-01-31","NG_002_MONTH",2.638
"2012-02-01","NG_001_MONTH",2.382
"2012-02-01","NG_002_MONTH",2.535
"2012-02-02","NG_001_MONTH",2.554
"2012-02-02","NG_002_MONTH",2.715
"2012-02-03","NG_001_MONTH",2.499
"2012-02-03","NG_002_MONTH",2.677
"2012-02-06","NG_001_MONTH",2.55
"2012-02-06","NG_002_MONTH",2.738
"2012-02-07","NG_001_MONTH",2.472
"2012-02-07","NG_002_MONTH",2.628
"2012-02-08","NG_001_MONTH",2.448
"2012-02-08","NG_002_MONTH",2.598
"2012-02-09","NG_001_MONTH",2.477
"2012-02-09","NG_002_MONTH",2.636
"2012-02-10","NG_001_MONTH",2.477
"2012-02-10","NG_002_MONTH",2.656
"2012-02-13","NG_001_MONTH",2.431
"2012-02-13","NG_002_MONTH",2.62
"2012-02-14","NG_001_MONTH",2.532
"2012-02-14","NG_002_MONTH",2.7
"2012-02-15","NG_001_MONTH",2.425
"2012-02-15","NG_002_MONTH",2.616
"2012-02-16","NG_001_MONTH",2.567
"2012-02-16","NG_002_MONTH",2.713
"2012-02-17","NG_001_MONTH",2.684
"2012-02-17","NG_002_MONTH",2.824
"2012-02-21","NG_001_MONTH",2.626
"2012-02-21","NG_002_MONTH",2.773
"2012-02-22","NG_001_MONTH",2.643
"2012-02-22","NG_002_MONTH",2.775
"2012-02-23","NG_001_MONTH",2.621
"2012-02-23","NG_002_MONTH",2.761
"2012-02-24","NG_001_MONTH",2.55
"2012-02-24","NG_002_MONTH",2.695
"2012-02-27","NG_001_MONTH",2.446
"2012-02-27","NG_002_MONTH",2.603
"2012-02-28","NG_001_MONTH",2.519
"2012-02-28","NG_002_MONTH",2.627
"2012-02-29","NG_001_MONTH",2.616
"2012-02-29","NG_002_MONTH",2.71
"2012-03-01","NG_001_MONTH",2.463
"2012-03-01","NG_002_MONTH",2.579
"2012-03-02","NG_001_MONTH",2.484
"2012-03-02","NG_002_MONTH",2.6
"2012-03-05","NG_001_MONTH",2.355
"2012-03-05","NG_002_MONTH",2.472
"2012-03-06","NG_001_MONTH",2.356
"2012-03-06","NG_002_MONTH",2.462
"2012-03-07","NG_001_MONTH",2.302
"2012-03-07","NG_002_MONTH",2.4
"2012-03-08","NG_001_MONTH",2.272
"2012-03-08","NG_002_MONTH",2.372
"2012-03-09","NG_001_MONTH",2.324
"2012-03-09","NG_002_MONTH",2.425
"2012-03-12","NG_001_MONTH",2.269
"2012-03-12","NG_002_MONTH",2.373
"2012-03-13","NG_001_MONTH",2.299
"2012-03-13","NG_002_MONTH",2.408
"2012-03-14","NG_001_MONTH",2.284
"2012-03-14","NG_002_MONTH",2.416
"2012-03-15","NG_001_MONTH",2.279
"2012-03-15","NG_002_MONTH",2.42
"2012-03-16","NG_001_MONTH",2.326
"2012-03-16","NG_002_MONTH",2.436
"2012-03-19","NG_001_MONTH",2.351
"2012-03-19","NG_002_MONTH",2.466
"2012-03-20","NG_001_MONTH",2.335
"2012-03-20","NG_002_MONTH",2.432
"2012-03-21","NG_001_MONTH",2.36
"2012-03-21","NG_002_MONTH",2.454
"2012-03-22","NG_001_MONTH",2.269
"2012-03-22","NG_002_MONTH",2.372
"2012-03-23","NG_001_MONTH",2.275
"2012-03-23","NG_002_MONTH",2.373
"2012-03-26","NG_001_MONTH",2.226
"2012-03-26","NG_002_MONTH",2.319
"2012-03-27","NG_001_MONTH",2.208
"2012-03-27","NG_002_MONTH",2.294
"2012-03-28","NG_001_MONTH",2.191
"2012-03-28","NG_002_MONTH",2.282
"2012-03-29","NG_001_MONTH",2.149
"2012-03-29","NG_002_MONTH",2.27
"2012-03-30","NG_001_MONTH",2.126
"2012-03-30","NG_002_MONTH",2.259
"2012-04-02","NG_001_MONTH",2.152
"2012-04-02","NG_002_MONTH",2.29
"2012-04-03","NG_001_MONTH",2.187
"2012-04-03","NG_002_MONTH",2.318
"2012-04-04","NG_001_MONTH",2.141
"2012-04-04","NG_002_MONTH",2.267
"2012-04-05","NG_001_MONTH",2.089
"2012-04-05","NG_002_MONTH",2.201
"2012-04-06","NG_001_MONTH",NA
"2012-04-06","NG_002_MONTH",NA
"2012-04-09","NG_001_MONTH",2.107
"2012-04-09","NG_002_MONTH",2.223
"2012-04-10","NG_001_MONTH",2.031
"2012-04-10","NG_002_MONTH",2.152
"2012-04-11","NG_001_MONTH",1.984
"2012-04-11","NG_002_MONTH",2.105
"2012-04-12","NG_001_MONTH",1.983
"2012-04-12","NG_002_MONTH",2.092
"2012-04-13","NG_001_MONTH",1.981
"2012-04-13","NG_002_MONTH",2.084
"2012-04-16","NG_001_MONTH",2.016
"2012-04-16","NG_002_MONTH",2.108
"2012-04-17","NG_001_MONTH",1.951
"2012-04-17","NG_002_MONTH",2.048
"2012-04-18","NG_001_MONTH",1.951
"2012-04-18","NG_002_MONTH",2.042
"2012-04-19","NG_001_MONTH",1.907
"2012-04-19","NG_002_MONTH",1.995
"2012-04-20","NG_001_MONTH",1.927
"2012-04-20","NG_002_MONTH",2.015
"2012-04-23","NG_001_MONTH",2.007
"2012-04-23","NG_002_MONTH",2.096
"2012-04-24","NG_001_MONTH",1.975
"2012-04-24","NG_002_MONTH",2.063
"2012-04-25","NG_001_MONTH",2.068
"2012-04-25","NG_002_MONTH",2.17
"2012-04-26","NG_001_MONTH",2.036
"2012-04-26","NG_002_MONTH",2.126
"2012-04-27","NG_001_MONTH",2.186
"2012-04-27","NG_002_MONTH",2.299
"2012-04-30","NG_001_MONTH",2.285
"2012-04-30","NG_002_MONTH",2.394
"2012-05-01","NG_001_MONTH",2.371
"2012-05-01","NG_002_MONTH",2.468
"2012-05-02","NG_001_MONTH",2.253
"2012-05-02","NG_002_MONTH",2.354
"2012-05-03","NG_001_MONTH",2.34
"2012-05-03","NG_002_MONTH",2.43
"2012-05-04","NG_001_MONTH",2.279
"2012-05-04","NG_002_MONTH",2.371
"2012-05-07","NG_001_MONTH",2.336
"2012-05-07","NG_002_MONTH",2.422
"2012-05-08","NG_001_MONTH",2.393
"2012-05-08","NG_002_MONTH",2.475
"2012-05-09","NG_001_MONTH",2.465
"2012-05-09","NG_002_MONTH",2.55
"2012-05-10","NG_001_MONTH",2.487
"2012-05-10","NG_002_MONTH",2.569
"2012-05-11","NG_001_MONTH",2.509
"2012-05-11","NG_002_MONTH",2.589
"2012-05-14","NG_001_MONTH",2.431
"2012-05-14","NG_002_MONTH",2.505
"2012-05-15","NG_001_MONTH",2.5
"2012-05-15","NG_002_MONTH",2.568
"2012-05-16","NG_001_MONTH",2.618
"2012-05-16","NG_002_MONTH",2.687
"2012-05-17","NG_001_MONTH",2.594
"2012-05-17","NG_002_MONTH",2.673
"2012-05-18","NG_001_MONTH",2.742
"2012-05-18","NG_002_MONTH",2.822
"2012-05-21","NG_001_MONTH",2.609
"2012-05-21","NG_002_MONTH",2.689
"2012-05-22","NG_001_MONTH",2.707
"2012-05-22","NG_002_MONTH",2.776
"2012-05-23","NG_001_MONTH",2.737
"2012-05-23","NG_002_MONTH",2.796
"2012-05-24","NG_001_MONTH",2.647
"2012-05-24","NG_002_MONTH",2.709
"2012-05-25","NG_001_MONTH",2.568
"2012-05-25","NG_002_MONTH",2.627
"2012-05-29","NG_001_MONTH",2.429
"2012-05-29","NG_002_MONTH",2.485
"2012-05-30","NG_001_MONTH",2.418
"2012-05-30","NG_002_MONTH",2.471
"2012-05-31","NG_001_MONTH",2.422
"2012-05-31","NG_002_MONTH",2.481
"2012-06-01","NG_001_MONTH",2.326
"2012-06-01","NG_002_MONTH",2.387
"2012-06-04","NG_001_MONTH",2.415
"2012-06-04","NG_002_MONTH",2.467
"2012-06-05","NG_001_MONTH",2.446
"2012-06-05","NG_002_MONTH",2.496
"2012-06-06","NG_001_MONTH",2.421
"2012-06-06","NG_002_MONTH",2.474
"2012-06-07","NG_001_MONTH",2.274
"2012-06-07","NG_002_MONTH",2.327
"2012-06-08","NG_001_MONTH",2.299
"2012-06-08","NG_002_MONTH",2.344
"2012-06-11","NG_001_MONTH",2.218
"2012-06-11","NG_002_MONTH",2.263
"2012-06-12","NG_001_MONTH",2.232
"2012-06-12","NG_002_MONTH",2.287
"2012-06-13","NG_001_MONTH",2.185
"2012-06-13","NG_002_MONTH",2.236
"2012-06-14","NG_001_MONTH",2.495
"2012-06-14","NG_002_MONTH",2.541
"2012-06-15","NG_001_MONTH",2.467
"2012-06-15","NG_002_MONTH",2.514
"2012-06-18","NG_001_MONTH",2.635
"2012-06-18","NG_002_MONTH",2.668
"2012-06-19","NG_001_MONTH",2.545
"2012-06-19","NG_002_MONTH",2.574
"2012-06-20","NG_001_MONTH",2.517
"2012-06-20","NG_002_MONTH",2.555
"2012-06-21","NG_001_MONTH",2.582
"2012-06-21","NG_002_MONTH",2.618
"2012-06-22","NG_001_MONTH",2.625
"2012-06-22","NG_002_MONTH",2.668
"2012-06-25","NG_001_MONTH",2.694
"2012-06-25","NG_002_MONTH",2.734
"2012-06-26","NG_001_MONTH",2.767
"2012-06-26","NG_002_MONTH",2.807
"2012-06-27","NG_001_MONTH",2.774
"2012-06-27","NG_002_MONTH",2.798
"2012-06-28","NG_001_MONTH",2.722
"2012-06-28","NG_002_MONTH",2.734
"2012-06-29","NG_001_MONTH",2.824
"2012-06-29","NG_002_MONTH",2.833
"2012-07-02","NG_001_MONTH",2.824
"2012-07-02","NG_002_MONTH",2.832
"2012-07-03","NG_001_MONTH",2.899
"2012-07-03","NG_002_MONTH",2.911
"2012-07-05","NG_001_MONTH",2.945
"2012-07-05","NG_002_MONTH",2.95
"2012-07-06","NG_001_MONTH",2.776
"2012-07-06","NG_002_MONTH",2.786
"2012-07-09","NG_001_MONTH",2.883
"2012-07-09","NG_002_MONTH",2.876
"2012-07-10","NG_001_MONTH",2.737
"2012-07-10","NG_002_MONTH",2.728
"2012-07-11","NG_001_MONTH",2.853
"2012-07-11","NG_002_MONTH",2.837
"2012-07-12","NG_001_MONTH",2.874
"2012-07-12","NG_002_MONTH",2.869
"2012-07-13","NG_001_MONTH",2.874
"2012-07-13","NG_002_MONTH",2.869
"2012-07-16","NG_001_MONTH",2.801
"2012-07-16","NG_002_MONTH",2.793
"2012-07-17","NG_001_MONTH",2.796
"2012-07-17","NG_002_MONTH",2.786
"2012-07-18","NG_001_MONTH",2.973
"2012-07-18","NG_002_MONTH",2.95
"2012-07-19","NG_001_MONTH",2.999
"2012-07-19","NG_002_MONTH",2.981
"2012-07-20","NG_001_MONTH",3.081
"2012-07-20","NG_002_MONTH",3.076
"2012-07-23","NG_001_MONTH",3.117
"2012-07-23","NG_002_MONTH",3.111
"2012-07-24","NG_001_MONTH",3.187
"2012-07-24","NG_002_MONTH",3.177
"2012-07-25","NG_001_MONTH",3.07
"2012-07-25","NG_002_MONTH",3.052
"2012-07-26","NG_001_MONTH",3.105
"2012-07-26","NG_002_MONTH",3.09
"2012-07-27","NG_001_MONTH",3.01
"2012-07-27","NG_002_MONTH",3.015
"2012-07-30","NG_001_MONTH",3.214
"2012-07-30","NG_002_MONTH",3.222
"2012-07-31","NG_001_MONTH",3.209
"2012-07-31","NG_002_MONTH",3.212
"2012-08-01","NG_001_MONTH",3.171
"2012-08-01","NG_002_MONTH",3.171
"2012-08-02","NG_001_MONTH",2.92
"2012-08-02","NG_002_MONTH",2.926
"2012-08-03","NG_001_MONTH",2.877
"2012-08-03","NG_002_MONTH",2.885
"2012-08-06","NG_001_MONTH",2.908
"2012-08-06","NG_002_MONTH",2.918
"2012-08-07","NG_001_MONTH",2.964
"2012-08-07","NG_002_MONTH",2.982
"2012-08-08","NG_001_MONTH",2.933
"2012-08-08","NG_002_MONTH",2.961
"2012-08-09","NG_001_MONTH",2.945
"2012-08-09","NG_002_MONTH",2.97
"2012-08-10","NG_001_MONTH",2.77
"2012-08-10","NG_002_MONTH",2.808
"2012-08-13","NG_001_MONTH",2.729
"2012-08-13","NG_002_MONTH",2.768
"2012-08-14","NG_001_MONTH",2.834
"2012-08-14","NG_002_MONTH",2.871
"2012-08-15","NG_001_MONTH",2.748
"2012-08-15","NG_002_MONTH",2.787
"2012-08-16","NG_001_MONTH",2.724
"2012-08-16","NG_002_MONTH",2.767
"2012-08-17","NG_001_MONTH",2.719
"2012-08-17","NG_002_MONTH",2.764
"2012-08-20","NG_001_MONTH",2.776
"2012-08-20","NG_002_MONTH",2.815
"2012-08-21","NG_001_MONTH",2.775
"2012-08-21","NG_002_MONTH",2.809
"2012-08-22","NG_001_MONTH",2.826
"2012-08-22","NG_002_MONTH",2.863
"2012-08-23","NG_001_MONTH",2.802
"2012-08-23","NG_002_MONTH",2.839
"2012-08-24","NG_001_MONTH",2.702
"2012-08-24","NG_002_MONTH",2.734
"2012-08-27","NG_001_MONTH",2.653
"2012-08-27","NG_002_MONTH",2.673
"2012-08-28","NG_001_MONTH",2.614
"2012-08-28","NG_002_MONTH",2.633
"2012-08-29","NG_001_MONTH",2.634
"2012-08-29","NG_002_MONTH",2.685
"2012-08-30","NG_001_MONTH",2.748
"2012-08-30","NG_002_MONTH",2.919
"2012-08-31","NG_001_MONTH",2.799
"2012-08-31","NG_002_MONTH",2.963
"2012-09-04","NG_001_MONTH",2.854
"2012-09-04","NG_002_MONTH",3
"2012-09-05","NG_001_MONTH",2.795
"2012-09-05","NG_002_MONTH",2.937
"2012-09-06","NG_001_MONTH",2.776
"2012-09-06","NG_002_MONTH",2.91
"2012-09-07","NG_001_MONTH",2.682
"2012-09-07","NG_002_MONTH",2.833
"2012-09-10","NG_001_MONTH",2.812
"2012-09-10","NG_002_MONTH",2.941
"2012-09-11","NG_001_MONTH",2.992
"2012-09-11","NG_002_MONTH",3.104
"2012-09-12","NG_001_MONTH",3.063
"2012-09-12","NG_002_MONTH",3.191
"2012-09-13","NG_001_MONTH",3.037
"2012-09-13","NG_002_MONTH",3.164
"2012-09-14","NG_001_MONTH",2.943
"2012-09-14","NG_002_MONTH",3.083
"2012-09-17","NG_001_MONTH",2.865
"2012-09-17","NG_002_MONTH",3.015
"2012-09-18","NG_001_MONTH",2.773
"2012-09-18","NG_002_MONTH",2.961
"2012-09-19","NG_001_MONTH",2.762
"2012-09-19","NG_002_MONTH",2.945
"2012-09-20","NG_001_MONTH",2.797
"2012-09-20","NG_002_MONTH",2.962
"2012-09-21","NG_001_MONTH",2.885
"2012-09-21","NG_002_MONTH",3.071
"2012-09-24","NG_001_MONTH",2.837
"2012-09-24","NG_002_MONTH",3.033
"2012-09-25","NG_001_MONTH",2.924
"2012-09-25","NG_002_MONTH",3.105
"2012-09-26","NG_001_MONTH",3.023
"2012-09-26","NG_002_MONTH",3.215
"2012-09-27","NG_001_MONTH",3.297
"2012-09-27","NG_002_MONTH",3.575
"2012-09-28","NG_001_MONTH",3.32
"2012-09-28","NG_002_MONTH",3.615
"2012-10-01","NG_001_MONTH",3.48
"2012-10-01","NG_002_MONTH",3.752
"2012-10-02","NG_001_MONTH",3.531
"2012-10-02","NG_002_MONTH",3.769
"2012-10-03","NG_001_MONTH",3.395
"2012-10-03","NG_002_MONTH",3.663
"2012-10-04","NG_001_MONTH",3.406
"2012-10-04","NG_002_MONTH",3.68
"2012-10-05","NG_001_MONTH",3.396
"2012-10-05","NG_002_MONTH",3.682
"2012-10-08","NG_001_MONTH",3.403
"2012-10-08","NG_002_MONTH",3.697
"2012-10-09","NG_001_MONTH",3.467
"2012-10-09","NG_002_MONTH",3.768
"2012-10-10","NG_001_MONTH",3.475
"2012-10-10","NG_002_MONTH",3.783
"2012-10-11","NG_001_MONTH",3.604
"2012-10-11","NG_002_MONTH",3.9
"2012-10-12","NG_001_MONTH",3.611
"2012-10-12","NG_002_MONTH",3.877
"2012-10-15","NG_001_MONTH",3.486
"2012-10-15","NG_002_MONTH",3.774
"2012-10-16","NG_001_MONTH",3.437
"2012-10-16","NG_002_MONTH",3.767
"2012-10-17","NG_001_MONTH",3.47
"2012-10-17","NG_002_MONTH",3.82
"2012-10-18","NG_001_MONTH",3.587
"2012-10-18","NG_002_MONTH",3.904
"2012-10-19","NG_001_MONTH",3.617
"2012-10-19","NG_002_MONTH",3.947
"2012-10-22","NG_001_MONTH",3.452
"2012-10-22","NG_002_MONTH",3.768
"2012-10-23","NG_001_MONTH",3.535
"2012-10-23","NG_002_MONTH",3.861
"2012-10-24","NG_001_MONTH",3.45
"2012-10-24","NG_002_MONTH",3.776
"2012-10-25","NG_001_MONTH",3.434
"2012-10-25","NG_002_MONTH",3.781
"2012-10-26","NG_001_MONTH",3.4
"2012-10-26","NG_002_MONTH",3.724
"2012-10-29","NG_001_MONTH",3.471
"2012-10-29","NG_002_MONTH",3.803
"2012-10-30","NG_001_MONTH",3.691
"2012-10-30","NG_002_MONTH",3.824
"2012-10-31","NG_001_MONTH",3.692
"2012-10-31","NG_002_MONTH",3.82
"2012-11-01","NG_001_MONTH",3.699
"2012-11-01","NG_002_MONTH",3.818
"2012-11-02","NG_001_MONTH",3.554
"2012-11-02","NG_002_MONTH",3.68
"2012-11-05","NG_001_MONTH",3.554
"2012-11-05","NG_002_MONTH",3.678
"2012-11-06","NG_001_MONTH",3.617
"2012-11-06","NG_002_MONTH",3.748
"2012-11-07","NG_001_MONTH",3.578
"2012-11-07","NG_002_MONTH",3.714
"2012-11-08","NG_001_MONTH",3.608
"2012-11-08","NG_002_MONTH",3.737
"2012-11-09","NG_001_MONTH",3.503
"2012-11-09","NG_002_MONTH",3.634
"2012-11-12","NG_001_MONTH",3.57
"2012-11-12","NG_002_MONTH",3.695
"2012-11-13","NG_001_MONTH",3.739
"2012-11-13","NG_002_MONTH",3.857
"2012-11-14","NG_001_MONTH",3.76
"2012-11-14","NG_002_MONTH",3.879
"2012-11-15","NG_001_MONTH",3.703
"2012-11-15","NG_002_MONTH",3.821
"2012-11-16","NG_001_MONTH",3.79
"2012-11-16","NG_002_MONTH",3.904
"2012-11-19","NG_001_MONTH",3.719
"2012-11-19","NG_002_MONTH",3.837
"2012-11-20","NG_001_MONTH",3.832
"2012-11-20","NG_002_MONTH",3.944
"2012-11-21","NG_001_MONTH",3.903
"2012-11-21","NG_002_MONTH",4.02
"2012-11-23","NG_001_MONTH",3.901
"2012-11-23","NG_002_MONTH",4.034
"2012-11-26","NG_001_MONTH",3.73
"2012-11-26","NG_002_MONTH",3.868
"2012-11-27","NG_001_MONTH",3.769
"2012-11-27","NG_002_MONTH",3.892
"2012-11-28","NG_001_MONTH",3.696
"2012-11-28","NG_002_MONTH",3.801
"2012-11-29","NG_001_MONTH",3.648
"2012-11-29","NG_002_MONTH",3.668
"2012-11-30","NG_001_MONTH",3.561
"2012-11-30","NG_002_MONTH",3.584
"2012-12-03","NG_001_MONTH",3.591
"2012-12-03","NG_002_MONTH",3.615
"2012-12-04","NG_001_MONTH",3.539
"2012-12-04","NG_002_MONTH",3.562
"2012-12-05","NG_001_MONTH",3.7
"2012-12-05","NG_002_MONTH",3.72
"2012-12-06","NG_001_MONTH",3.666
"2012-12-06","NG_002_MONTH",3.687
"2012-12-07","NG_001_MONTH",3.551
"2012-12-07","NG_002_MONTH",3.578
"2012-12-10","NG_001_MONTH",3.46
"2012-12-10","NG_002_MONTH",3.487
"2012-12-11","NG_001_MONTH",3.412
"2012-12-11","NG_002_MONTH",3.441
"2012-12-12","NG_001_MONTH",3.382
"2012-12-12","NG_002_MONTH",3.412
"2012-12-13","NG_001_MONTH",3.347
"2012-12-13","NG_002_MONTH",3.389
"2012-12-14","NG_001_MONTH",3.314
"2012-12-14","NG_002_MONTH",3.358
"2012-12-17","NG_001_MONTH",3.358
"2012-12-17","NG_002_MONTH",3.398
"2012-12-18","NG_001_MONTH",3.418
"2012-12-18","NG_002_MONTH",3.455
"2012-12-19","NG_001_MONTH",3.32
"2012-12-19","NG_002_MONTH",3.366
"2012-12-20","NG_001_MONTH",3.462
"2012-12-20","NG_002_MONTH",3.495
"2012-12-21","NG_001_MONTH",3.451
"2012-12-21","NG_002_MONTH",3.482
"2012-12-24","NG_001_MONTH",3.346
"2012-12-24","NG_002_MONTH",3.378
"2012-12-26","NG_001_MONTH",3.392
"2012-12-26","NG_002_MONTH",3.425
"2012-12-27","NG_001_MONTH",3.354
"2012-12-27","NG_002_MONTH",3.412
"2012-12-28","NG_001_MONTH",3.469
"2012-12-28","NG_002_MONTH",3.482
"2012-12-31","NG_001_MONTH",3.351
"2012-12-31","NG_002_MONTH",3.365
"2013-01-02","NG_001_MONTH",3.233
"2013-01-02","NG_002_MONTH",3.255
"2013-01-03","NG_001_MONTH",3.198
"2013-01-03","NG_002_MONTH",3.214
"2013-01-04","NG_001_MONTH",3.287
"2013-01-04","NG_002_MONTH",3.303
"2013-01-07","NG_001_MONTH",3.266
"2013-01-07","NG_002_MONTH",3.281
"2013-01-08","NG_001_MONTH",3.218
"2013-01-08","NG_002_MONTH",3.234
"2013-01-09","NG_001_MONTH",3.113
"2013-01-09","NG_002_MONTH",3.131
"2013-01-10","NG_001_MONTH",3.193
"2013-01-10","NG_002_MONTH",3.208
"2013-01-11","NG_001_MONTH",3.327
"2013-01-11","NG_002_MONTH",3.336
"2013-01-14","NG_001_MONTH",3.373
"2013-01-14","NG_002_MONTH",3.378
"2013-01-15","NG_001_MONTH",3.455
"2013-01-15","NG_002_MONTH",3.453
"2013-01-16","NG_001_MONTH",3.435
"2013-01-16","NG_002_MONTH",3.437
"2013-01-17","NG_001_MONTH",3.494
"2013-01-17","NG_002_MONTH",3.495
"2013-01-18","NG_001_MONTH",3.566
"2013-01-18","NG_002_MONTH",3.565
"2013-01-22","NG_001_MONTH",3.558
"2013-01-22","NG_002_MONTH",3.558
"2013-01-23","NG_001_MONTH",3.554
"2013-01-23","NG_002_MONTH",3.553
"2013-01-24","NG_001_MONTH",3.446
"2013-01-24","NG_002_MONTH",3.454
"2013-01-25","NG_001_MONTH",3.444
"2013-01-25","NG_002_MONTH",3.463
"2013-01-28","NG_001_MONTH",3.289
"2013-01-28","NG_002_MONTH",3.305
"2013-01-29","NG_001_MONTH",3.226
"2013-01-29","NG_002_MONTH",3.258
"2013-01-30","NG_001_MONTH",3.335
"2013-01-30","NG_002_MONTH",3.385
"2013-01-31","NG_001_MONTH",3.339
"2013-01-31","NG_002_MONTH",3.392
"2013-02-01","NG_001_MONTH",3.301
"2013-02-01","NG_002_MONTH",3.353
"2013-02-04","NG_001_MONTH",3.315
"2013-02-04","NG_002_MONTH",3.369
"2013-02-05","NG_001_MONTH",3.399
"2013-02-05","NG_002_MONTH",3.45
"2013-02-06","NG_001_MONTH",3.418
"2013-02-06","NG_002_MONTH",3.464
"2013-02-07","NG_001_MONTH",3.285
"2013-02-07","NG_002_MONTH",3.345
"2013-02-08","NG_001_MONTH",3.272
"2013-02-08","NG_002_MONTH",3.337
"2013-02-11","NG_001_MONTH",3.279
"2013-02-11","NG_002_MONTH",3.346
"2013-02-12","NG_001_MONTH",3.23
"2013-02-12","NG_002_MONTH",3.296
"2013-02-13","NG_001_MONTH",3.306
"2013-02-13","NG_002_MONTH",3.371
"2013-02-14","NG_001_MONTH",3.163
"2013-02-14","NG_002_MONTH",3.231
"2013-02-15","NG_001_MONTH",3.153
"2013-02-15","NG_002_MONTH",3.218
"2013-02-19","NG_001_MONTH",3.272
"2013-02-19","NG_002_MONTH",3.331
"2013-02-20","NG_001_MONTH",3.279
"2013-02-20","NG_002_MONTH",3.331
"2013-02-21","NG_001_MONTH",3.246
"2013-02-21","NG_002_MONTH",3.298
"2013-02-22","NG_001_MONTH",3.291
"2013-02-22","NG_002_MONTH",3.349
"2013-02-25","NG_001_MONTH",3.414
"2013-02-25","NG_002_MONTH",3.47
"2013-02-26","NG_001_MONTH",3.427
"2013-02-26","NG_002_MONTH",3.456
"2013-02-27","NG_001_MONTH",3.434
"2013-02-27","NG_002_MONTH",3.481
"2013-02-28","NG_001_MONTH",3.486
"2013-02-28","NG_002_MONTH",3.531
"2013-03-01","NG_001_MONTH",3.456
"2013-03-01","NG_002_MONTH",3.504
"2013-03-04","NG_001_MONTH",3.529
"2013-03-04","NG_002_MONTH",3.572
"2013-03-05","NG_001_MONTH",3.529
"2013-03-05","NG_002_MONTH",3.575
"2013-03-06","NG_001_MONTH",3.47
"2013-03-06","NG_002_MONTH",3.519
"2013-03-07","NG_001_MONTH",3.582
"2013-03-07","NG_002_MONTH",3.627
