"date","series","value"
"2017-12-15","NG_001_MONTH",2.612
"2017-12-15","NG_002_MONTH",2.635
"2017-12-18","NG_001_MONTH",2.745
"2017-12-18","NG_002_MONTH",2.755
"2017-12-19","NG_001_MONTH",2.692
"2017-12-19","NG_002_MONTH",2.697
"2017-12-20","NG_001_MONTH",2.637
"2017-12-20","NG_002_MONTH",2.636
"2017-12-21","NG_001_MONTH",2.598
"2017-12-21","NG_002_MONTH",2.592
"2017-12-22","NG_001_MONTH",2.667
"2017-12-22","NG_002_MONTH",2.658
"2017-12-26","NG_001_MONTH",2.643
"2017-12-26","NG_002_MONTH",2.654
"2017-12-27","NG_001_MONTH",2.738
"2017-12-27","NG_002_MONTH",2.732
"2017-12-28","NG_001_MONTH",2.914
"2017-12-28","NG_002_MONTH",2.878
"2017-12-29","NG_001_MONTH",2.953
"2017-12-29","NG_002_MONTH",2.906
"2018-01-02","NG_001_MONTH",3.056
"2018-01-02","NG_002_MONTH",2.973
"2018-01-03","NG_001_MONTH",3.008
"2018-01-03","NG_002_MONTH",2.931
"2018-01-04","NG_001_MONTH",2.88
"2018-01-04","NG_002_MONTH",2.813
"2018-01-05","NG_001_MONTH",2.795
"2018-01-05","NG_002_MONTH",2.745
"2018-01-08","NG_001_MONTH",2.835
"2018-01-08","NG_002_MONTH",2.772
"2018-01-09","NG_001_MONTH",2.923
"2018-01-09","NG_002_MONTH",2.852
"2018-01-10","NG_001_MONTH",2.906
"2018-01-10","NG_002_MONTH",2.822
"2018-01-11","NG_001_MONTH",3.084
"2018-01-11","NG_002_MONTH",2.925
"2018-01-12","NG_001_MONTH",3.2
"2018-01-12","NG_002_MONTH",2.993
"2018-01-16","NG_001_MONTH",3.129
"2018-01-16","NG_002_MONTH",2.962
"2018-01-17","NG_001_MONTH",3.232
"2018-01-17","NG_002_MONTH",3.024
"2018-01-18","NG_001_MONTH",3.189
"2018-01-18","NG_002_MONTH",2.988
"2018-01-19","NG_001_MONTH",3.185
"2018-01-19","NG_002_MONTH",2.941
"2018-01-22","NG_001_MONTH",3.224
"2018-01-22","NG_002_MONTH",2.931
"2018-01-23","NG_001_MONTH",3.444
"2018-01-23","NG_002_MONTH",3.039
"2018-01-24","NG_001_MONTH",3.509
"2018-01-24","NG_002_MONTH",3.08
"2018-01-25","NG_001_MONTH",3.447
"2018-01-25","NG_002_MONTH",3.099
"2018-01-26","NG_001_MONTH",3.505
"2018-01-26","NG_002_MONTH",3.175
"2018-01-29","NG_001_MONTH",3.631
"2018-01-29","NG_002_MONTH",3.167
"2018-01-30","NG_001_MONTH",3.195
"2018-01-30","NG_002_MONTH",2.965
"2018-01-31","NG_001_MONTH",2.995
"2018-01-31","NG_002_MONTH",2.86
"2018-02-01","NG_001_MONTH",2.856
"2018-02-01","NG_002_MONTH",2.793
"2018-02-02","NG_001_MONTH",2.846
"2018-02-02","NG_002_MONTH",2.792
"2018-02-05","NG_001_MONTH",2.747
"2018-02-05","NG_002_MONTH",2.726
"2018-02-06","NG_001_MONTH",2.759
"2018-02-06","NG_002_MONTH",2.723
"2018-02-07","NG_001_MONTH",2.702
"2018-02-07","NG_002_MONTH",2.692
"2018-02-08","NG_001_MONTH",2.697
"2018-02-08","NG_002_MONTH",2.685
"2018-02-09","NG_001_MONTH",2.584
"2018-02-09","NG_002_MONTH",2.597
"2018-02-12","NG_001_MONTH",2.552
"2018-02-12","NG_002_MONTH",2.579
"2018-02-13","NG_001_MONTH",2.594
"2018-02-13","NG_002_MONTH",2.623
"2018-02-14","NG_001_MONTH",2.587
"2018-02-14","NG_002_MONTH",2.63
"2018-02-15","NG_001_MONTH",2.58
"2018-02-15","NG_002_MONTH",2.62
"2018-02-16","NG_001_MONTH",2.558
"2018-02-16","NG_002_MONTH",2.598
"2018-02-20","NG_001_MONTH",2.616
"2018-02-20","NG_002_MONTH",2.649
"2018-02-21","NG_001_MONTH",2.659
"2018-02-21","NG_002_MONTH",2.681
"2018-02-22","NG_001_MONTH",2.634
"2018-02-22","NG_002_MONTH",2.676
"2018-02-23","NG_001_MONTH",2.625
"2018-02-23","NG_002_MONTH",2.657
"2018-02-26","NG_001_MONTH",2.639
"2018-02-26","NG_002_MONTH",2.686
"2018-02-27","NG_001_MONTH",2.683
"2018-02-27","NG_002_MONTH",2.712
"2018-02-28","NG_001_MONTH",2.667
"2018-02-28","NG_002_MONTH",2.696
"2018-03-01","NG_001_MONTH",2.698
"2018-03-01","NG_002_MONTH",2.729
"2018-03-02","NG_001_MONTH",2.695
"2018-03-02","NG_002_MONTH",2.727
"2018-03-05","NG_001_MONTH",2.704
"2018-03-05","NG_002_MONTH",2.738
"2018-03-06","NG_001_MONTH",2.749
"2018-03-06","NG_002_MONTH",2.778
"2018-03-07","NG_001_MONTH",2.777
"2018-03-07","NG_002_MONTH",2.806
"2018-03-08","NG_001_MONTH",2.756
"2018-03-08","NG_002_MONTH",2.787
"2018-03-09","NG_001_MONTH",2.732
"2018-03-09","NG_002_MONTH",2.759
"2018-03-11","NG_001_MONTH",NA
"2018-03-11","NG_002_MONTH",NA
"2018-03-12","NG_001_MONTH",2.778
"2018-03-12","NG_002_MONTH",2.8
"2018-03-13","NG_001_MONTH",2.786
"2018-03-13","NG_002_MONTH",2.809
"2018-03-14","NG_001_MONTH",2.731
"2018-03-14","NG_002_MONTH",2.759
"2018-03-15","NG_001_MONTH",2.681
"2018-03-15","NG_002_MONTH",2.712
"2018-03-16","NG_001_MONTH",2.688
"2018-03-16","NG_002_MONTH",2.716
"2018-03-18","NG_001_MONTH",NA
"2018-03-18","NG_002_MONTH",NA
"2018-03-19","NG_001_MONTH",2.651
"2018-03-19","NG_002_MONTH",2.678
"2018-03-20","NG_001_MONTH",2.675
"2018-03-20","NG_002_MONTH",2.704
"2018-03-21","NG_001_MONTH",2.638
"2018-03-21","NG_002_MONTH",2.667
"2018-03-22","NG_001_MONTH",2.617
"2018-03-22","NG_002_MONTH",2.656
"2018-03-23","NG_001_MONTH",2.591
"2018-03-23","NG_002_MONTH",2.633
"2018-03-25","NG_001_MONTH",NA
"2018-03-25","NG_002_MONTH",NA
"2018-03-26","NG_001_MONTH",2.618
"2018-03-26","NG_002_MONTH",2.657
"2018-03-27","NG_001_MONTH",2.691
"2018-03-27","NG_002_MONTH",2.714
"2018-03-28","NG_001_MONTH",2.698
"2018-03-28","NG_002_MONTH",2.751
"2018-03-29","NG_001_MONTH",2.733
"2018-03-29","NG_002_MONTH",2.778
"2018-04-02","NG_001_MONTH",2.683
"2018-04-02","NG_002_MONTH",2.732
"2018-04-03","NG_001_MONTH",2.697
"2018-04-03","NG_002_MONTH",2.745
"2018-04-04","NG_001_MONTH",2.718
"2018-04-04","NG_002_MONTH",2.766
"2018-04-05","NG_001_MONTH",2.675
"2018-04-05","NG_002_MONTH",2.729
"2018-04-06","NG_001_MONTH",2.701
"2018-04-06","NG_002_MONTH",2.747
"2018-04-08","NG_001_MONTH",NA
"2018-04-08","NG_002_MONTH",NA
"2018-04-09","NG_001_MONTH",2.693
"2018-04-09","NG_002_MONTH",2.731
"2018-04-10","NG_001_MONTH",2.656
"2018-04-10","NG_002_MONTH",2.694
"2018-04-11","NG_001_MONTH",2.675
"2018-04-11","NG_002_MONTH",2.709
"2018-04-12","NG_001_MONTH",2.686
"2018-04-12","NG_002_MONTH",2.717
"2018-04-13","NG_001_MONTH",2.735
"2018-04-13","NG_002_MONTH",2.764
"2018-04-15","NG_001_MONTH",NA
"2018-04-15","NG_002_MONTH",NA
"2018-04-16","NG_001_MONTH",2.752
"2018-04-16","NG_002_MONTH",2.784
"2018-04-17","NG_001_MONTH",2.738
"2018-04-17","NG_002_MONTH",2.77
"2018-04-18","NG_001_MONTH",2.739
"2018-04-18","NG_002_MONTH",2.768
"2018-04-19","NG_001_MONTH",2.66
"2018-04-19","NG_002_MONTH",2.695
"2018-04-20","NG_001_MONTH",2.739
"2018-04-20","NG_002_MONTH",2.767
"2018-04-22","NG_001_MONTH",NA
"2018-04-22","NG_002_MONTH",NA
"2018-04-23","NG_001_MONTH",2.74
"2018-04-23","NG_002_MONTH",2.775
"2018-04-24","NG_001_MONTH",2.781
"2018-04-24","NG_002_MONTH",2.813
"2018-04-25","NG_001_MONTH",2.786
"2018-04-25","NG_002_MONTH",2.807
"2018-04-26","NG_001_MONTH",2.821
"2018-04-26","NG_002_MONTH",2.839
"2018-04-27","NG_001_MONTH",2.771
"2018-04-27","NG_002_MONTH",2.811
"2018-04-29","NG_001_MONTH",NA
"2018-04-29","NG_002_MONTH",NA
"2018-04-30","NG_001_MONTH",2.763
"2018-04-30","NG_002_MONTH",2.8
"2018-05-01","NG_001_MONTH",2.802
"2018-05-01","NG_002_MONTH",2.837
"2018-05-02","NG_001_MONTH",2.754
"2018-05-02","NG_002_MONTH",2.791
"2018-05-03","NG_001_MONTH",2.726
"2018-05-03","NG_002_MONTH",2.759
"2018-05-04","NG_001_MONTH",2.711
"2018-05-04","NG_002_MONTH",2.741
"2018-05-06","NG_001_MONTH",NA
"2018-05-06","NG_002_MONTH",NA
"2018-05-07","NG_001_MONTH",2.741
"2018-05-07","NG_002_MONTH",2.767
"2018-05-08","NG_001_MONTH",2.732
"2018-05-08","NG_002_MONTH",2.76
"2018-05-09","NG_001_MONTH",2.737
"2018-05-09","NG_002_MONTH",2.76
"2018-05-10","NG_001_MONTH",2.814
"2018-05-10","NG_002_MONTH",2.828
"2018-05-11","NG_001_MONTH",2.806
"2018-05-11","NG_002_MONTH",2.825
"2018-05-13","NG_001_MONTH",NA
"2018-05-13","NG_002_MONTH",NA
"2018-05-14","NG_001_MONTH",2.842
"2018-05-14","NG_002_MONTH",2.859
"2018-05-15","NG_001_MONTH",2.836
"2018-05-15","NG_002_MONTH",2.854
"2018-05-16","NG_001_MONTH",2.815
"2018-05-16","NG_002_MONTH",2.837
"2018-05-17","NG_001_MONTH",2.859
"2018-05-17","NG_002_MONTH",2.886
"2018-05-18","NG_001_MONTH",2.847
"2018-05-18","NG_002_MONTH",2.879
"2018-05-20","NG_001_MONTH",NA
"2018-05-20","NG_002_MONTH",NA
"2018-05-21","NG_001_MONTH",2.81
"2018-05-21","NG_002_MONTH",2.85
"2018-05-22","NG_001_MONTH",2.908
"2018-05-22","NG_002_MONTH",2.936
"2018-05-23","NG_001_MONTH",2.914
"2018-05-23","NG_002_MONTH",2.955
"2018-05-24","NG_001_MONTH",2.94
"2018-05-24","NG_002_MONTH",2.971
"2018-05-25","NG_001_MONTH",2.939
"2018-05-25","NG_002_MONTH",2.963
"2018-05-29","NG_001_MONTH",2.875
"2018-05-29","NG_002_MONTH",2.903
"2018-05-30","NG_001_MONTH",2.885
"2018-05-30","NG_002_MONTH",2.905
"2018-05-31","NG_001_MONTH",2.952
"2018-05-31","NG_002_MONTH",2.965
"2018-06-01","NG_001_MONTH",2.962
"2018-06-01","NG_002_MONTH",2.976
"2018-06-03","NG_001_MONTH",NA
"2018-06-03","NG_002_MONTH",NA
"2018-06-04","NG_001_MONTH",2.93
"2018-06-04","NG_002_MONTH",2.943
"2018-06-05","NG_001_MONTH",2.89
"2018-06-05","NG_002_MONTH",2.907
"2018-06-06","NG_001_MONTH",2.896
"2018-06-06","NG_002_MONTH",2.909
"2018-06-07","NG_001_MONTH",2.93
"2018-06-07","NG_002_MONTH",2.939
"2018-06-08","NG_001_MONTH",2.89
"2018-06-08","NG_002_MONTH",2.894
"2018-06-10","NG_001_MONTH",NA
"2018-06-10","NG_002_MONTH",NA
"2018-06-11","NG_001_MONTH",2.949
"2018-06-11","NG_002_MONTH",2.941
"2018-06-12","NG_001_MONTH",2.939
"2018-06-12","NG_002_MONTH",2.929
"2018-06-13","NG_001_MONTH",2.963
"2018-06-13","NG_002_MONTH",2.948
"2018-06-14","NG_001_MONTH",2.965
"2018-06-14","NG_002_MONTH",2.958
"2018-06-15","NG_001_MONTH",3.022
"2018-06-15","NG_002_MONTH",3.015
"2018-06-17","NG_001_MONTH",NA
"2018-06-17","NG_002_MONTH",NA
"2018-06-18","NG_001_MONTH",2.951
"2018-06-18","NG_002_MONTH",2.951
"2018-06-19","NG_001_MONTH",2.9
"2018-06-19","NG_002_MONTH",2.904
"2018-06-20","NG_001_MONTH",2.964
"2018-06-20","NG_002_MONTH",2.965
"2018-06-21","NG_001_MONTH",2.975
"2018-06-21","NG_002_MONTH",2.972
"2018-06-22","NG_001_MONTH",2.945
"2018-06-22","NG_002_MONTH",2.945
"2018-06-24","NG_001_MONTH",NA
"2018-06-24","NG_002_MONTH",NA
"2018-06-25","NG_001_MONTH",2.923
"2018-06-25","NG_002_MONTH",2.921
"2018-06-26","NG_001_MONTH",2.939
"2018-06-26","NG_002_MONTH",2.931
"2018-06-27","NG_001_MONTH",2.996
"2018-06-27","NG_002_MONTH",2.981
"2018-06-28","NG_001_MONTH",2.94
"2018-06-28","NG_002_MONTH",2.919
"2018-06-29","NG_001_MONTH",2.924
"2018-06-29","NG_002_MONTH",2.901
"2018-07-01","NG_001_MONTH",NA
"2018-07-01","NG_002_MONTH",NA
"2018-07-02","NG_001_MONTH",2.862
"2018-07-02","NG_002_MONTH",2.844
"2018-07-03","NG_001_MONTH",2.87
"2018-07-03","NG_002_MONTH",2.846
"2018-07-05","NG_001_MONTH",2.837
"2018-07-05","NG_002_MONTH",2.812
"2018-07-06","NG_001_MONTH",2.858
"2018-07-06","NG_002_MONTH",2.826
"2018-07-08","NG_001_MONTH",NA
"2018-07-08","NG_002_MONTH",NA
"2018-07-09","NG_001_MONTH",2.828
"2018-07-09","NG_002_MONTH",2.796
"2018-07-10","NG_001_MONTH",2.788
"2018-07-10","NG_002_MONTH",2.758
"2018-07-11","NG_001_MONTH",2.829
"2018-07-11","NG_002_MONTH",2.797
"2018-07-12","NG_001_MONTH",2.797
"2018-07-12","NG_002_MONTH",2.766
"2018-07-13","NG_001_MONTH",2.752
"2018-07-13","NG_002_MONTH",2.724
"2018-07-15","NG_001_MONTH",NA
"2018-07-15","NG_002_MONTH",NA
"2018-07-16","NG_001_MONTH",2.759
"2018-07-16","NG_002_MONTH",2.73
"2018-07-17","NG_001_MONTH",2.74
"2018-07-17","NG_002_MONTH",2.707
"2018-07-18","NG_001_MONTH",2.721
"2018-07-18","NG_002_MONTH",2.689
"2018-07-19","NG_001_MONTH",2.769
"2018-07-19","NG_002_MONTH",2.736
"2018-07-20","NG_001_MONTH",2.757
"2018-07-20","NG_002_MONTH",2.728
"2018-07-22","NG_001_MONTH",NA
"2018-07-22","NG_002_MONTH",NA
"2018-07-23","NG_001_MONTH",2.721
"2018-07-23","NG_002_MONTH",2.695
"2018-07-24","NG_001_MONTH",2.732
"2018-07-24","NG_002_MONTH",2.719
"2018-07-25","NG_001_MONTH",2.775
"2018-07-25","NG_002_MONTH",2.755
"2018-07-26","NG_001_MONTH",2.78
"2018-07-26","NG_002_MONTH",2.762
"2018-07-27","NG_001_MONTH",2.822
"2018-07-27","NG_002_MONTH",2.782
"2018-07-29","NG_001_MONTH",NA
"2018-07-29","NG_002_MONTH",NA
"2018-07-30","NG_001_MONTH",2.797
"2018-07-30","NG_002_MONTH",2.817
"2018-07-31","NG_001_MONTH",2.782
"2018-07-31","NG_002_MONTH",2.798
"2018-08-01","NG_001_MONTH",2.758
"2018-08-01","NG_002_MONTH",2.77
"2018-08-02","NG_001_MONTH",2.816
"2018-08-02","NG_002_MONTH",2.822
"2018-08-03","NG_001_MONTH",2.853
"2018-08-03","NG_002_MONTH",2.862
"2018-08-05","NG_001_MONTH",NA
"2018-08-05","NG_002_MONTH",NA
"2018-08-06","NG_001_MONTH",2.86
"2018-08-06","NG_002_MONTH",2.866
"2018-08-07","NG_001_MONTH",2.897
"2018-08-07","NG_002_MONTH",2.9
"2018-08-08","NG_001_MONTH",2.949
"2018-08-08","NG_002_MONTH",2.955
"2018-08-09","NG_001_MONTH",2.955
"2018-08-09","NG_002_MONTH",2.959
"2018-08-10","NG_001_MONTH",2.944
"2018-08-10","NG_002_MONTH",2.949
"2018-08-12","NG_001_MONTH",NA
"2018-08-12","NG_002_MONTH",NA
"2018-08-13","NG_001_MONTH",2.93
"2018-08-13","NG_002_MONTH",2.936
"2018-08-14","NG_001_MONTH",2.959
"2018-08-14","NG_002_MONTH",2.966
"2018-08-15","NG_001_MONTH",2.94
"2018-08-15","NG_002_MONTH",2.948
"2018-08-16","NG_001_MONTH",2.908
"2018-08-16","NG_002_MONTH",2.913
"2018-08-17","NG_001_MONTH",2.946
"2018-08-17","NG_002_MONTH",2.949
"2018-08-19","NG_001_MONTH",NA
"2018-08-19","NG_002_MONTH",NA
"2018-08-20","NG_001_MONTH",2.941
"2018-08-20","NG_002_MONTH",2.932
"2018-08-21","NG_001_MONTH",2.98
"2018-08-21","NG_002_MONTH",2.964
"2018-08-22","NG_001_MONTH",2.956
"2018-08-22","NG_002_MONTH",2.944
"2018-08-23","NG_001_MONTH",2.964
"2018-08-23","NG_002_MONTH",2.953
"2018-08-24","NG_001_MONTH",2.917
"2018-08-24","NG_002_MONTH",2.913
"2018-08-26","NG_001_MONTH",NA
"2018-08-26","NG_002_MONTH",NA
"2018-08-27","NG_001_MONTH",2.876
"2018-08-27","NG_002_MONTH",2.869
"2018-08-28","NG_001_MONTH",2.852
"2018-08-28","NG_002_MONTH",2.845
"2018-08-29","NG_001_MONTH",2.895
"2018-08-29","NG_002_MONTH",2.863
"2018-08-30","NG_001_MONTH",2.874
"2018-08-30","NG_002_MONTH",2.901
"2018-08-31","NG_001_MONTH",2.916
"2018-08-31","NG_002_MONTH",2.939
"2018-09-04","NG_001_MONTH",2.823
"2018-09-04","NG_002_MONTH",2.842
"2018-09-05","NG_001_MONTH",2.795
"2018-09-05","NG_002_MONTH",2.813
"2018-09-06","NG_001_MONTH",2.772
"2018-09-06","NG_002_MONTH",2.791
"2018-09-07","NG_001_MONTH",2.776
"2018-09-07","NG_002_MONTH",2.79
"2018-09-09","NG_001_MONTH",NA
"2018-09-09","NG_002_MONTH",NA
"2018-09-10","NG_001_MONTH",2.804
"2018-09-10","NG_002_MONTH",2.808
"2018-09-11","NG_001_MONTH",2.828
"2018-09-11","NG_002_MONTH",2.827
"2018-09-12","NG_001_MONTH",2.829
"2018-09-12","NG_002_MONTH",2.82
"2018-09-13","NG_001_MONTH",2.817
"2018-09-13","NG_002_MONTH",2.8
"2018-09-14","NG_001_MONTH",2.767
"2018-09-14","NG_002_MONTH",2.751
"2018-09-16","NG_001_MONTH",NA
"2018-09-16","NG_002_MONTH",NA
"2018-09-17","NG_001_MONTH",2.814
"2018-09-17","NG_002_MONTH",2.779
"2018-09-18","NG_001_MONTH",2.933
"2018-09-18","NG_002_MONTH",2.896
"2018-09-19","NG_001_MONTH",2.908
"2018-09-19","NG_002_MONTH",2.882
"2018-09-20","NG_001_MONTH",2.976
"2018-09-20","NG_002_MONTH",2.964
"2018-09-21","NG_001_MONTH",2.977
"2018-09-21","NG_002_MONTH",2.974
"2018-09-24","NG_001_MONTH",3.038
"2018-09-24","NG_002_MONTH",3.029
"2018-09-25","NG_001_MONTH",3.082
"2018-09-25","NG_002_MONTH",3.058
"2018-09-26","NG_001_MONTH",3.021
"2018-09-26","NG_002_MONTH",2.98
"2018-09-27","NG_001_MONTH",3.056
"2018-09-27","NG_002_MONTH",3.135
"2018-09-28","NG_001_MONTH",3.008
"2018-09-28","NG_002_MONTH",3.091
"2018-09-30","NG_001_MONTH",NA
"2018-09-30","NG_002_MONTH",NA
"2018-10-01","NG_001_MONTH",3.094
"2018-10-01","NG_002_MONTH",3.172
"2018-10-02","NG_001_MONTH",3.166
"2018-10-02","NG_002_MONTH",3.239
"2018-10-03","NG_001_MONTH",3.23
"2018-10-03","NG_002_MONTH",3.297
"2018-10-04","NG_001_MONTH",3.165
"2018-10-04","NG_002_MONTH",3.221
"2018-10-05","NG_001_MONTH",3.143
"2018-10-05","NG_002_MONTH",3.188
"2018-10-07","NG_001_MONTH",NA
"2018-10-07","NG_002_MONTH",NA
"2018-10-08","NG_001_MONTH",3.267
"2018-10-08","NG_002_MONTH",3.289
"2018-10-09","NG_001_MONTH",3.266
"2018-10-09","NG_002_MONTH",3.298
"2018-10-10","NG_001_MONTH",3.284
"2018-10-10","NG_002_MONTH",3.332
"2018-10-11","NG_001_MONTH",3.222
"2018-10-11","NG_002_MONTH",3.279
"2018-10-12","NG_001_MONTH",3.161
"2018-10-12","NG_002_MONTH",3.226
"2018-10-14","NG_001_MONTH",NA
"2018-10-14","NG_002_MONTH",NA
"2018-10-15","NG_001_MONTH",3.242
"2018-10-15","NG_002_MONTH",3.31
"2018-10-16","NG_001_MONTH",3.239
"2018-10-16","NG_002_MONTH",3.301
"2018-10-17","NG_001_MONTH",3.32
"2018-10-17","NG_002_MONTH",3.369
"2018-10-18","NG_001_MONTH",3.198
"2018-10-18","NG_002_MONTH",3.25
"2018-10-19","NG_001_MONTH",3.25
"2018-10-19","NG_002_MONTH",3.309
"2018-10-22","NG_001_MONTH",3.138
"2018-10-22","NG_002_MONTH",3.214
"2018-10-23","NG_001_MONTH",3.212
"2018-10-23","NG_002_MONTH",3.283
"2018-10-24","NG_001_MONTH",3.166
"2018-10-24","NG_002_MONTH",3.227
"2018-10-25","NG_001_MONTH",3.202
"2018-10-25","NG_002_MONTH",3.256
"2018-10-26","NG_001_MONTH",3.185
"2018-10-26","NG_002_MONTH",3.225
"2018-10-28","NG_001_MONTH",NA
"2018-10-28","NG_002_MONTH",NA
"2018-10-29","NG_001_MONTH",3.185
"2018-10-29","NG_002_MONTH",3.198
"2018-10-30","NG_001_MONTH",3.187
"2018-10-30","NG_002_MONTH",3.244
"2018-10-31","NG_001_MONTH",3.261
"2018-10-31","NG_002_MONTH",3.302
"2018-11-01","NG_001_MONTH",3.237
"2018-11-01","NG_002_MONTH",3.275
"2018-11-02","NG_001_MONTH",3.284
"2018-11-02","NG_002_MONTH",3.31
"2018-11-04","NG_001_MONTH",NA
"2018-11-04","NG_002_MONTH",NA
"2018-11-05","NG_001_MONTH",3.567
"2018-11-05","NG_002_MONTH",3.575
"2018-11-06","NG_001_MONTH",3.555
"2018-11-06","NG_002_MONTH",3.583
"2018-11-07","NG_001_MONTH",3.555
"2018-11-07","NG_002_MONTH",3.569
"2018-11-08","NG_001_MONTH",3.543
"2018-11-08","NG_002_MONTH",3.553
"2018-11-09","NG_001_MONTH",3.719
"2018-11-09","NG_002_MONTH",3.721
"2018-11-11","NG_001_MONTH",NA
"2018-11-11","NG_002_MONTH",NA
"2018-11-12","NG_001_MONTH",3.788
"2018-11-12","NG_002_MONTH",3.8
"2018-11-13","NG_001_MONTH",4.101
"2018-11-13","NG_002_MONTH",4.147
"2018-11-14","NG_001_MONTH",4.837
"2018-11-14","NG_002_MONTH",4.898
"2018-11-15","NG_001_MONTH",4.038
"2018-11-15","NG_002_MONTH",4.043
"2018-11-16","NG_001_MONTH",4.272
"2018-11-16","NG_002_MONTH",4.291
"2018-11-18","NG_001_MONTH",NA
"2018-11-18","NG_002_MONTH",NA
"2018-11-19","NG_001_MONTH",4.7
"2018-11-19","NG_002_MONTH",4.712
"2018-11-20","NG_001_MONTH",4.523
"2018-11-20","NG_002_MONTH",4.521
"2018-11-21","NG_001_MONTH",4.451
"2018-11-21","NG_002_MONTH",4.477
"2018-11-23","NG_001_MONTH",4.308
"2018-11-23","NG_002_MONTH",4.355
"2018-11-25","NG_001_MONTH",NA
"2018-11-25","NG_002_MONTH",NA
"2018-11-26","NG_001_MONTH",4.248
"2018-11-26","NG_002_MONTH",4.299
"2018-11-27","NG_001_MONTH",4.262
"2018-11-27","NG_002_MONTH",4.292
"2018-11-28","NG_001_MONTH",4.715
"2018-11-28","NG_002_MONTH",4.699
"2018-11-29","NG_001_MONTH",4.646
"2018-11-29","NG_002_MONTH",4.482
"2018-11-30","NG_001_MONTH",4.612
"2018-11-30","NG_002_MONTH",4.419
"2018-12-02","NG_001_MONTH",NA
"2018-12-02","NG_002_MONTH",NA
"2018-12-03","NG_001_MONTH",4.339
"2018-12-03","NG_002_MONTH",4.157
"2018-12-04","NG_001_MONTH",4.457
"2018-12-04","NG_002_MONTH",4.305
"2018-12-05","NG_001_MONTH",4.469
"2018-12-05","NG_002_MONTH",4.33
"2018-12-06","NG_001_MONTH",4.327
"2018-12-06","NG_002_MONTH",4.217
"2018-12-07","NG_001_MONTH",4.488
"2018-12-07","NG_002_MONTH",4.378
"2018-12-09","NG_001_MONTH",NA
"2018-12-09","NG_002_MONTH",NA
"2018-12-10","NG_001_MONTH",4.545
"2018-12-10","NG_002_MONTH",4.36
"2018-12-11","NG_001_MONTH",4.407
"2018-12-11","NG_002_MONTH",4.258
"2018-12-12","NG_001_MONTH",4.136
"2018-12-12","NG_002_MONTH",4.035
"2018-12-13","NG_001_MONTH",4.124
"2018-12-13","NG_002_MONTH",4.027
"2018-12-14","NG_001_MONTH",3.827
"2018-12-14","NG_002_MONTH",3.753
"2018-12-16","NG_001_MONTH",NA
"2018-12-16","NG_002_MONTH",NA
"2018-12-17","NG_001_MONTH",3.528
"2018-12-17","NG_002_MONTH",3.453
"2018-12-18","NG_001_MONTH",3.838
"2018-12-18","NG_002_MONTH",3.742
"2018-12-19","NG_001_MONTH",3.726
"2018-12-19","NG_002_MONTH",3.653
"2018-12-20","NG_001_MONTH",3.583
"2018-12-20","NG_002_MONTH",3.526
"2018-12-21","NG_001_MONTH",3.816
"2018-12-21","NG_002_MONTH",3.75
"2018-12-23","NG_001_MONTH",NA
"2018-12-23","NG_002_MONTH",NA
"2018-12-24","NG_001_MONTH",3.467
"2018-12-24","NG_002_MONTH",3.423
"2018-12-26","NG_001_MONTH",3.543
"2018-12-26","NG_002_MONTH",3.458
"2018-12-27","NG_001_MONTH",3.642
"2018-12-27","NG_002_MONTH",3.546
"2018-12-28","NG_001_MONTH",3.303
"2018-12-28","NG_002_MONTH",3.148
"2018-12-30","NG_001_MONTH",NA
"2018-12-30","NG_002_MONTH",NA
"2018-12-31","NG_001_MONTH",2.94
"2018-12-31","NG_002_MONTH",2.851
"2019-01-02","NG_001_MONTH",2.958
"2019-01-02","NG_002_MONTH",2.829
"2019-01-03","NG_001_MONTH",2.945
"2019-01-03","NG_002_MONTH",2.812
"2019-01-04","NG_001_MONTH",3.044
"2019-01-04","NG_002_MONTH",2.905
"2019-01-06","NG_001_MONTH",NA
"2019-01-06","NG_002_MONTH",NA
"2019-01-07","NG_001_MONTH",2.944
"2019-01-07","NG_002_MONTH",2.847
"2019-01-08","NG_001_MONTH",2.967
"2019-01-08","NG_002_MONTH",2.835
"2019-01-09","NG_001_MONTH",2.984
"2019-01-09","NG_002_MONTH",2.84
"2019-01-10","NG_001_MONTH",2.969
"2019-01-10","NG_002_MONTH",2.813
"2019-01-11","NG_001_MONTH",3.099
"2019-01-11","NG_002_MONTH",2.945
"2019-01-13","NG_001_MONTH",NA
"2019-01-13","NG_002_MONTH",NA
"2019-01-14","NG_001_MONTH",3.591
"2019-01-14","NG_002_MONTH",3.289
"2019-01-15","NG_001_MONTH",3.501
"2019-01-15","NG_002_MONTH",3.249
"2019-01-16","NG_001_MONTH",3.384
"2019-01-16","NG_002_MONTH",3.147
"2019-01-17","NG_001_MONTH",3.413
"2019-01-17","NG_002_MONTH",3.174
"2019-01-18","NG_001_MONTH",3.482
"2019-01-18","NG_002_MONTH",3.239
"2019-01-22","NG_001_MONTH",3.04
"2019-01-22","NG_002_MONTH",2.972
"2019-01-23","NG_001_MONTH",2.98
"2019-01-23","NG_002_MONTH",2.922
"2019-01-24","NG_001_MONTH",3.099
"2019-01-24","NG_002_MONTH",2.998
"2019-01-25","NG_001_MONTH",3.178
"2019-01-25","NG_002_MONTH",3.072
"2019-01-27","NG_001_MONTH",NA
